职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
Android方向大学讲师,民营,1000-9999人,2019-09-20 14:11:15,本科,教育/培训,3-5年,湖北美和易思教育科技有限公司,8K-10K,石家庄,五险一金绩效奖金包住带薪年假周末双休
android开发工程师,民营,20-99人,2019-09-20 14:02:40,本科,软件/互联网开发/系统集成,1-3年,北京益普希环境咨询顾问有限公司,15K-20K,北京,五险一金绩效奖金交通补助餐补免费班车
android开发工程师,民营,20-99人,2019-09-20 10:43:15,本科,软件/互联网开发/系统集成,3-5年,大湖科技(北京)有限公司,10K-15K,北京-海淀区,五险一金绩效奖金带薪年假节日福利周末双休
Android开发工程师,民营,100-499人,2019-09-20 10:55:04,大专,软件/互联网开发/系统集成,3-5年,珠海全视通信息技术有限公司,8K-16K,珠海,绩效奖金股票期权加班补助全勤奖带薪年假
Android开发工程师,民营,20-99人,2019-09-20 09:36:15,本科,软件/互联网开发/系统集成,3-5年,上海大漠电子科技股份有限公司,10K-20K,上海,五险一金全勤奖餐补带薪年假节日福利
android开发工程师,民营,100-499人,2019-09-20 09:43:10,本科,软件/互联网开发/系统集成,3-5年,北京函数空间科技有限公司,10K-15K,北京,五险一金带薪年假弹性工作加班补助节日福利
Android工程师（应用开发）,国企,500-999人,2019-09-20 09:30:28,本科,软件/互联网开发/系统集成,1-3年,数源科技股份有限公司,8K-15K,杭州,五险一金绩效奖金餐补带薪年假定期体检
高薪诚聘（Android)安卓手机开发工程师,民营,100-499人,2019-09-20 12:09:17,大专,软件/互联网开发/系统集成,1-3年,北京海博远创软件科技有限公司,8K-15K,北京-海淀区,五险一金年底双薪带薪年假弹性工作
Ionic Android开发工程师,外商独资,20-99人,2019-09-20 11:34:58,大专,软件/互联网开发/系统集成,不限,杭州声德科技有限公司,5K-10K,杭州,五险一金绩效奖金餐补带薪年假定期体检
Android高级开发工程师,合资,100-499人,2019-09-20 10:23:15,本科,软件/互联网开发/系统集成,3-5年,北京易掌云峰科技有限公司,15K-26K,北京,带薪年假弹性工作六险一金补充医疗保险五险一金
全栈开发工程师 （前端+PHP+Android）,民营,100-499人,2019-09-20 14:16:17,本科,软件/互联网开发/系统集成,3-5年,北京金农科技有限公司沈阳分公司,8K-10K,沈阳-浑南区,周末双休五险一金带薪年假节日福利
Android开发工程师,外商独资,20-99人,2019-09-20 14:07:27,本科,软件/互联网开发/系统集成,3-5年,摩石环球科技有限公司,4K-7K,西安,五险一金年底双薪全勤奖带薪年假定期体检
Android开发工程师,股份制企业,100-499人,2019-09-20 10:30:20,大专,软件/互联网开发/系统集成,1-3年,广州寄锦教育科技有限公司,8K-14K,广州,五险一金绩效奖金加班补助全勤奖餐补
聘Android开发工程师,民营,20-99人,2019-09-20 11:23:48,本科,软件/互联网开发/系统集成,1-3年,深圳清迈科技有限公司,8K-15K,深圳,五险一金节日福利出国游年底双薪无试用期
Android驱动开发工程师,民营,500-999人,2019-09-20 10:40:16,本科,软件/互联网开发/系统集成,1-3年,广州致远电子有限公司,10K-15K,广州,五险一金周末双休年底双薪带薪年假加班补助
android开发工程师,民营,20-99人,2019-09-20 14:26:06,大专,软件/互联网开发/系统集成,3-5年,河南全息数字科技有限公司,8K-10K,郑州-金水区,加班补助全勤奖绩效奖金员工旅游节日福利
嵌入式 Android 上层 APP 开发工程师,股份制企业,100-499人,2019-09-20 14:12:36,大专,软件/互联网开发/系统集成,不限,科讯嘉联信息技术有限公司,10K-15K,合肥-蜀山区,五险一金交通补助餐补带薪年假免费班车
